CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
69249,Thurins,1179,3033.5,23540.6666666667,62,7,,,,,,,,,81.9,73,2.4,6.5,19,13,3.2,2.1,0.7,0.5,-17.1,14434,37763,2.61625329084107
69250,La Tour-de-Salvagny,1733,4301.5,30426.6666666667,74,,,,,,,,,,74,67.8,2.2,4.1,31.2,13.8,2,1.1,0.5,0.5,-21,16761.3333333333,52524,3.1336409195768
69252,Trèves,268,729,23197.6923076923,,,,,,,,,,,,,,,,,,,,,,,,
69253,Tupin-et-Semons,234,631.5,25748.4,,,,,,,,,,,,,,,,,,,,,,,,
69254,Valsonne,346,880.5,19364.5,,,,,,,,,,,,,,,,,,,,,,,,
69255,Vaugneray,2119,5362,24903.7,63,7,,,,,,,,14,77.6,69.1,2.8,5.8,24.2,13.2,3.2,2,0.6,0.6,-18.2,14178.5,41926.6666666667,2.95705939744449
69256,Vaulx-en-Velin,16369,45403.5,15208,32,33,34,34,41,33,23,19,13,45,69.5,62.2,5.4,1.9,21.6,4.2,16,6.4,5.3,4.3,-11.3,8682.91666666667,26011.3333333333,2.99569077210999
69257,Vaux-en-Beaujolais,414,1096.5,22153.4782608696,,,,,,,,,,,,,,,,,,,,,,,,
69258,Vauxrenard,139,346,19127.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
69259,Vénissieux,24199,62368.5,15725,38,31,35,37,38,32,18,13,10,42,66.9,60.5,4.7,1.7,26,5.1,14.3,5.5,4.9,4,-12.3,8760.66666666667,27441.4285714286,3.13234478785046
69260,Vernaison,1797,4741,24636.6666666667,64,11,,,,,,,,25,80.5,74.1,2.7,3.8,23.8,10.7,4.4,2,1.3,1.1,-19.4,12271.4285714286,44715.6,3.64387892898719
69261,Vernay,,,,,,,,,,,,,,,,,,,,,,,,,,,
69263,Villechenève,344,893,20882.1739130435,,,,,,,,,,,,,,,,,,,,,,,,
69264,Villefranche-sur-Saône,16237,35236.5,17611.1111111111,43,24,25,30,29,25,16,11,8,32,67.8,60.9,4.2,2.7,28.2,7.9,10.2,3.6,3.5,3.1,-14.1,9514.44444444444,30895.5,3.24722060025692
69265,Ville-sur-Jarnioux,324,841,24731.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
69266,Villeurbanne,66202,141461,19480.5,52,19,24,19,24,20,14,10,6,29,78.3,71.5,3.9,2.9,22.7,7.2,7.8,2.7,2.7,2.4,-16,9906.25,34835.2,3.51648706624606
69267,Villié-Morgon,832,2108,21896,52,,,,,,,,,,75.1,58.9,2.4,13.9,23,14.5,4.1,2.2,1.1,0.7,-16.7,13016.6666666667,36070.8333333333,2.77112676056338
69268,Vourles,1367,3594.5,28957.3333333333,76,,,,,,,,,,86.1,76.3,2.6,7.2,21.3,12.3,2.5,1.4,0.6,0.5,-22.2,15712,53774.5,3.42251145621181
69269,Yzeron,389,968.5,22244,,,,,,,,,,,,,,,,,,,,,,,,
69270,Chaponnay,1657,4325.5,27790,74,,,,,,,,,,79.5,71.7,2.2,5.5,23.9,15.3,1.9,1.3,0.4,0.2,-20.6,17097.619047619,49558,2.89853223784988
69271,Chassieu,3982,10378,26555.25,70,7,,12,8,,,,,19,80,73.1,2.1,4.8,27,10.7,3.1,1.6,0.8,0.6,-20.8,14171.4285714286,45735,3.22726814516129
69272,Communay,1596,4356,26368,69,,,,,,,,,,80.1,72.1,2.2,5.8,25.8,10,2.8,1.7,0.6,0.5,-18.7,15382,44170.6666666667,2.87158150218871
69273,Corbas,3948,10170,23174.1047619048,63,7,,,8,,,,5,14,75,69.7,2.5,2.8,28.8,8.8,4.1,2.4,1,0.8,-16.7,14033.3333333333,36196.8,2.57934441805226
69275,Décines-Charpieu,11590,28222,19954,52,15,18,18,20,16,8,9,6,26,73.9,67.3,3.7,2.9,26.5,7.5,7.3,3.1,2.4,1.8,-15.2,10916.1904761905,33001.5,3.02317004013261
69276,Feyzin,3612,9627,20589.0476190476,53,13,,17,15,13,,,6,27,75.3,69.1,3.7,2.5,26.6,6.6,6.4,3.1,1.9,1.4,-14.9,11579.4444444444,32847.2222222222,2.83668377872667
69277,Genas,5080,13360.5,28310.3571428571,75,5,,,,,,,,9,83.3,77.1,2.3,3.8,22.4,11.9,2.3,1.4,0.5,0.4,-19.9,16626.25,47171.1111111111,2.83714674752943
69278,Genay,2136,5440,23817.3333333333,61,9,,,,,,,,18,79.2,72.1,3,4.1,25.2,9.4,4,2.1,1,0.9,-17.8,12757.7478448276,39741.3333333333,3.11507437023422
69279,Jonage,2096,5898,25194.6666666667,69,5,,,,,,,,,81.4,73.8,2.6,5,24.8,9.8,2.7,1.7,0.7,0.3,-18.7,15679.7142857143,41318,2.63512454673008
69280,Jons,483,1389,23563.0769230769,,,,,,,,,,,,,,,,,,,,,,,,
69281,Marennes,642,1696.5,26221.3043478261,,,,,,,,,,,,,,,,,,,,,,,,
69282,Meyzieu,12459,32389,21807.3333333333,57,12,14,13,15,12,7,,6,21,75,68.6,3.2,3.2,27.5,8.5,5.4,2.8,1.4,1.2,-16.4,12073.4782608696,36893.3333333333,3.05573361182134
69283,Mions,5092,13992.5,23255,62,8,,9,11,,,,5,18,79.8,73.5,2.8,3.4,23.8,8.3,4.7,2.7,1.1,0.9,-16.6,13244.2105263158,36485,2.75478858687013
69284,Montanay,1126,3186.5,29929.3333333333,77,,,,,,,,,,83,74.7,2.9,5.4,22.2,14.3,2,1.3,0.4,0.3,-21.5,16829.5833333333,50051.5,2.97401896462083
69285,Pusignan,1465,4098,23286.6666666667,63,7,,,,,,,,,78.7,71.1,3.2,4.4,23.3,11,3.9,2.5,0.9,0.5,-16.9,14052.5,38961.0909090909,2.77253804725785
69286,Rillieux-la-Pape,11390,29736,17844.3333333333,44,24,33,33,30,22,13,10,5,37,70.6,62.6,3.8,4.2,26.2,8.4,10.2,4,3.3,2.9,-15.4,9728.07692307692,34658,3.56267742063021
69287,Saint-Bonnet-de-Mure,2485,6772,25980.5555555556,72,5,,,,,,,,,84,77,2.9,4.1,22.9,9,2.6,1.6,0.5,0.4,-18.5,15651.9047619048,41164.4,2.62999300252518
69288,Saint-Laurent-de-Mure,2118,5491.5,24708,69,6,,,,,,,,,77.7,71.4,2.9,3.4,26.7,10.9,2.9,1.8,0.7,0.4,-18.2,14728.9473684211,40405,2.7432374486332
69289,Saint-Pierre-de-Chandieu,1741,4639.5,25411.3333333333,69,,,,,,,,,,82.9,73.6,2.7,6.6,23.8,9.6,2.4,1.6,0.4,0.3,-18.7,15645.7692307692,41103.8095238095,2.62715171862398
69290,Saint-Priest,18148,46322.5,19394,49,17,19,20,23,16,10,8,6,29,74.2,67.6,3.9,2.7,25.9,6.9,7.8,3.6,2.3,1.9,-14.8,10525.3333333333,32611.2,3.0983531796301
69291,Saint-Symphorien-d'Ozon,2272,5586,23796,64,6,,,,,,,,13,80.8,73.9,2.7,4.1,24.2,7.8,3.7,2.1,0.9,0.7,-16.5,14224.6666666667,37542,2.63921825936167
69292,Sathonay-Camp,2460,5637.5,21462.0833333333,60,10,,,,,,,,15,83.5,77.7,3,2.7,21.2,6.3,5.1,2.5,1.4,1.3,-16.1,12376,35599.0476190476,2.87645827561794
69293,Sathonay-Village,806,2223.5,30026.6666666667,77,,,,,,,,,,86.6,78.9,1.6,6.1,21.6,11.3,1.8,1.3,0.2,0.2,-21.3,17574,52155.2380952381,2.96774997696814
69294,Sérézin-du-Rhône,1078,2669.5,25419.3333333333,68,,,,,,,,,,76.6,70.2,2.4,4.1,27.1,10.3,3.2,1.9,0.8,0.5,-17.2,15025.6756756757,39755.2,2.64581778936955
69295,Simandres,676,1800,25202.8690476191,,,,,,,,,,,,,,,,,,,,,,,,
69296,Solaize,1156,3076.5,26500,69,,,,,,,,,,78.8,72.3,2.4,4.2,24.7,12.5,2.7,1.7,0.6,0.5,-18.7,15327,45601.3333333333,2.97522889889302
69297,Ternay,2070,5568,25129,65,7,,,,,,,,17,75.8,69.6,2.4,3.7,28.3,10,3.4,1.9,0.8,0.6,-17.5,13525.3333333333,41690.9523809524,3.08243437359171
69298,Toussieu,1085,3023,26438.8,72,,,,,,,,,,84.1,77.7,2.4,4,20.9,11.1,2.5,1.9,0.4,0.2,-18.6,16267,40913.3333333333,2.5151123952378
69299,Colombier-Saugnieu,912,2421.5,24004,66,,,,,,,,,,83,76.1,3.5,3.4,21.7,8.4,2.7,1.7,0.7,0.3,-15.8,15280,37875.7142857143,2.47877711293942
69381,Lyon 1er Arrondissement,13873,26207,23020,59,15,22,12,14,16,13,12,5,21,87.1,75.3,5,6.9,17.6,11,4.8,1.2,1.9,1.7,-20.5,10882.6666666667,46772,4.29784366576819
69382,Lyon 2e Arrondissement,13411,26862.5,26190,65,11,20,9,11,11,8,,5,15,82.3,70.1,3,9.2,21.1,18.3,3.1,1,1,1,-24.8,12063,56698,4.7001575064246
69383,Lyon 3e Arrondissement,45368,91780,24231.3695652174,64,13,19,9,15,14,10,8,5,20,85.6,76.8,3,5.8,20.6,10.3,4.4,1.4,1.5,1.4,-20.9,11381.7391304348,45830,4.02662541065016
69384,Lyon 4e Arrondissement,16891,34677.5,25092.6666666667,65,10,21,9,10,11,7,,5,17,80.7,70.3,3.8,6.7,24.1,13.7,3.4,1.3,1.2,1,-21.9,12557.3333333333,48496.6666666667,3.8620195370567
69385,Lyon 5e Arrondissement,20018,41509,23376.9230769231,62,13,22,15,16,13,6,5,5,22,75.3,66.6,3.1,5.6,29.3,11.8,4.2,1.6,1.4,1.2,-20.6,11580.6896551724,45385,3.91902393997141
69386,Lyon 6e Arrondissement,23748,48249.5,30020,71,8,15,8,9,9,6,5,5,13,80.1,69.1,2.5,8.6,23.9,19.7,2.3,0.8,0.8,0.7,-26,13267.2222222222,63574.5,4.79184707508061
69387,Lyon 7e Arrondissement,34399,67129.5,21826.6666666667,58,15,22,12,18,17,12,7,5,22,85.8,77.7,3.8,4.3,18.8,7.8,5.7,1.8,1.9,2,-18.1,10680,38907.3333333333,3.64300873907616
69388,Lyon 8e Arrondissement,36107,75244,19031.5,50,21,26,22,27,21,14,9,5,30,77.5,70.2,3.6,3.7,23.7,7.2,8.3,2.7,3,2.7,-16.7,9731.93548387097,36059.1304347826,3.70523730809195
69389,Lyon 9e Arrondissement,21802,47646.5,19289.0740740741,52,21,22,20,26,24,14,9,5,29,80,72.5,4,3.5,21.4,7.1,8.3,2.9,2.8,2.6,-16.8,9917.22222222223,35740.4166666667,3.603873732564
70001,Abelcourt,133,332,19885.652173913,,,,,,,,,,,,,,,,,,,,,,,,
70002,Aboncourt-Gesincourt,98,213.5,18866.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70003,Achey,,,,,,,,,,,,,,,,,,,,,,,,,,,
70004,Adelans-et-le-Val-de-Bithaine,122,319,19114.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
70005,Aillevans,59,137,18586.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
70006,Aillevillers-et-Lyaumont,661,1504.5,18101.5,,,,,,,,,,,,,,,,,,,,,,,,
70007,Ailloncourt,127,306.5,19346.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70008,Ainvelle,70,146,21139,,,,,,,,,,,,,,,,,,,,,,,,
70009,Aisey-et-Richecourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
70010,Alaincourt,43,101,20015.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
70011,Amage,128,332,20709.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70012,Amance,282,670,19960.884057971,,,,,,,,,,,,,,,,,,,,,,,,
70013,Ambiévillers,,,,,,,,,,,,,,,,,,,,,,,,,,,
70014,Amblans-et-Velotte,143,380,20021.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
70015,Amoncourt,130,271.5,20715.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70016,Amont-et-Effreney,82,156,17785.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
70017,Anchenoncourt-et-Chazel,106,244,20213.4782608696,,,,,,,,,,,,,,,,,,,,,,,,
70018,Ancier,203,499,21083.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
70019,Andelarre,58,135,22741.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70020,Andelarrot,87,236,22349.0476190476,,,,,,,,,,,,,,,,,,,,,,,,
70021,Andornay,72,208,20870,,,,,,,,,,,,,,,,,,,,,,,,
70022,Angirey,57,145,17484.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
70023,Anjeux,68,149,19390.9523809524,,,,,,,,,,,,,,,,,,,,,,,,
70024,Apremont,186,460.5,19202.9166666667,,,,,,,,,,,,,,,,,,,,,,,,
70025,Arbecey,105,248,18112.1666666667,,,,,,,,,,,,,,,,,,,,,,,,
70026,Arc-lès-Gray,1175,2484,18920.7692307692,41,13,,,,,,,,24,58.5,50.5,3.1,4.9,40.5,6.9,6.6,2.1,2.7,1.7,-12.5,11444.6153846154,30216.6666666667,2.64025182596227
70027,Argillières,,,,,,,,,,,,,,,,,,,,,,,,,,,
70028,Aroz,62,142,19269,,,,,,,,,,,,,,,,,,,,,,,,
70029,Arpenans,105,233,18252.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70030,Arsans,,,,,,,,,,,,,,,,,,,,,,,,,,,
70031,Athesans-Étroitefontaine,267,684,18950.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70032,Attricourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
70035,Augicourt,72,170,18183.880952381,,,,,,,,,,,,,,,,,,,,,,,,
70036,Aulx-lès-Cromary,70,161,22167.6,,,,,,,,,,,,,,,,,,,,,,,,
70037,Autet,131,280.5,19611,,,,,,,,,,,,,,,,,,,,,,,,
70038,Authoison,135,341,21346.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
70039,Autoreille,137,344,19868,,,,,,,,,,,,,,,,,,,,,,,,
70040,Autrey-lès-Cerre,88,229.5,20000,,,,,,,,,,,,,,,,,,,,,,,,
70041,Autrey-lès-Gray,180,380.5,19933,,,,,,,,,,,,,,,,,,,,,,,,
70042,Autrey-le-Vay,,,,,,,,,,,,,,,,,,,,,,,,,,,
70043,Auvet-et-la-Chapelotte,107,252,19945.9574468085,,,,,,,,,,,,,,,,,,,,,,,,
70044,Auxon,178,413.5,22007.5,,,,,,,,,,,,,,,,,,,,,,,,
70045,Avrigney-Virey,174,416.5,21594.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
70046,Les Aynans,143,364,19295.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70047,Baignes,41,111,20359.2,,,,,,,,,,,,,,,,,,,,,,,,
70048,Bard-lès-Pesmes,58,126.5,21373.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70049,Barges,,,,,,,,,,,,,,,,,,,,,,,,,,,
70050,La Barre,,,,,,,,,,,,,,,,,,,,,,,,,,,
70051,La Basse-Vaivre,,,,,,,,,,,,,,,,,,,,,,,,,,,
70052,Bassigney,58,123,19679.0476190476,,,,,,,,,,,,,,,,,,,,,,,,
70053,Les Bâties,,,,,,,,,,,,,,,,,,,,,,,,,,,
70054,Battrans,97,242.5,20915.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70055,Baudoncourt,219,533.5,18953,,,,,,,,,,,,,,,,,,,,,,,,
70056,Baulay,143,317,18772.25,,,,,,,,,,,,,,,,,,,,,,,,
70057,Bay,52,146,19113.0769230769,,,,,,,,,,,,,,,,,,,,,,,,
70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,376,914,19315.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
70059,Beaumotte-Aubertans,178,446,21334.3690476191,,,,,,,,,,,,,,,,,,,,,,,,
70060,Beaumotte-lès-Pin,123,294.5,21836.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
70061,Belfahy,,,,,,,,,,,,,,,,,,,,,,,,,,,
70062,Belmont,55,136,20036.6111111111,,,,,,,,,,,,,,,,,,,,,,,,
70063,Belonchamp,96,222,18550.8,,,,,,,,,,,,,,,,,,,,,,,,
70064,Belverne,59,139,20162,,,,,,,,,,,,,,,,,,,,,,,,
70065,Besnans,,,,,,,,,,,,,,,,,,,,,,,,,,,
70066,Betaucourt,72,162,18527.6923076923,,,,,,,,,,,,,,,,,,,,,,,,
70067,Betoncourt-lès-Brotte,47,118,19980,,,,,,,,,,,,,,,,,,,,,,,,
70069,Betoncourt-Saint-Pancras,,,,,,,,,,,,,,,,,,,,,,,,,,,
70070,Betoncourt-sur-Mance,,,,,,,,,,,,,,,,,,,,,,,,,,,
70071,Beulotte-Saint-Laurent,,,,,,,,,,,,,,,,,,,,,,,,,,,
70072,Beveuge,,,,,,,,,,,,,,,,,,,,,,,,,,,
70074,Blondefontaine,117,258,17734,,,,,,,,,,,,,,,,,,,,,,,,
70075,Bonboillon,70,191.5,20341.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70076,Bonnevent-Velloreille,148,371.5,21637.6190476191,,,,,,,,,,,,,,,,,,,,,,,,
70077,Borey,104,231,19845,,,,,,,,,,,,,,,,,,,,,,,,
70078,Bougey,,,,,,,,,,,,,,,,,,,,,,,,,,,
70079,Bougnon,212,539.5,22013.4782608696,,,,,,,,,,,,,,,,,,,,,,,,
70080,Bouhans-et-Feurg,112,253.5,21645.2,,,,,,,,,,,,,,,,,,,,,,,,
70081,Bouhans-lès-Lure,125,312.5,17977,,,,,,,,,,,,,,,,,,,,,,,,
70082,Bouhans-lès-Montbozon,45,111,19662.4,,,,,,,,,,,,,,,,,,,,,,,,
70083,Bouligney,183,426.5,18620.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70084,Boulot,267,685.5,22211.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
70085,Boult,247,611,20358.2608695652,,,,,,,,,,,,,,,,,,,,,,,,
70086,Bourbévelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
70087,Bourguignon-lès-Conflans,56,144.5,20624.8275862069,,,,,,,,,,,,,,,,,,,,,,,,
70088,Bourguignon-lès-la-Charité,46,104,18588.0952380952,,,,,,,,,,,,,,,,,,,,,,,,
70089,Bourguignon-lès-Morey,,,,,,,,,,,,,,,,,,,,,,,,,,,
70090,Boursières,,,,,,,,,,,,,,,,,,,,,,,,,,,
70091,Bousseraucourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
70092,Bresilley,79,179.5,21600,,,,,,,,,,,,,,,,,,,,,,,,
70093,Breuches,321,683,18996.5,,,,,,,,,,,,,,,,,,,,,,,,
70094,Breuchotte,131,286.5,18407.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70095,Breurey-lès-Faverney,233,603.5,20506,,,,,,,,,,,,,,,,,,,,,,,,
70096,Brevilliers,260,635.5,21554.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
70097,Briaucourt,108,246,20062.7536231884,,,,,,,,,,,,,,,,,,,,,,,,
70098,Brotte-lès-Luxeuil,94,220.5,18661.2,,,,,,,,,,,,,,,,,,,,,,,,
70099,Brotte-lès-Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,
70100,Broye-les-Loups-et-Verfontaine,39,112.5,15055.652173913,,,,,,,,,,,,,,,,,,,,,,,,
70101,Broye-Aubigney-Montseugny,234,495.5,20839,,,,,,,,,,,,,,,,,,,,,,,,
70102,Brussey,111,263,21154.347826087,,,,,,,,,,,,,,,,,,,,,,,,
70103,La Bruyère,85,209,18081.7391304348,,,,,,,,,,,,,,,,,,,,,,,,
70104,Bucey-lès-Gy,271,610,20090,,,,,,,,,,,,,,,,,,,,,,,,
70105,Bucey-lès-Traves,57,121.5,21630.4761904762,,,,,,,,,,,,,,,,,,,,,,,,
70106,Buffignécourt,53,122,21296.4761904762,,,,,,,,,,,,,,,,,,,,,,,,
70107,Bussières,165,421,23192.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
70109,Buthiers,127,310,23878.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70111,Calmoutier,110,269,20272,,,,,,,,,,,,,,,,,,,,,,,,
70112,Cemboing,90,165.5,17279.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
70113,Cenans,63,133,19358,,,,,,,,,,,,,,,,,,,,,,,,
70114,Cendrecourt,99,222,18554.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70115,Cerre-lès-Noroy,92,233,21890,,,,,,,,,,,,,,,,,,,,,,,,
70116,Chagey,276,630.5,21178.0952380952,,,,,,,,,,,,,,,,,,,,,,,,
70117,Châlonvillars,491,1259,24176.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70118,Chambornay-lès-Bellevaux,79,191,21834,,,,,,,,,,,,,,,,,,,,,,,,
70119,Chambornay-lès-Pin,163,375,21228.0952380952,,,,,,,,,,,,,,,,,,,,,,,,
70120,Champagney,1595,3842,20156.9565217391,45,11,,,,,,,8,,72.1,65.2,3.4,3.4,30.8,4.9,5,2.5,1.5,1,-12.8,12303.6666666667,30912,2.51242177128769
70121,Champey,351,881,21620.8761904762,,,,,,,,,,,,,,,,,,,,,,,,
70122,Champlitte,742,1598,18967.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
70124,Champtonnay,,,,,,,,,,,,,,,,,,,,,,,,,,,
70125,Champvans,80,191.5,20266,,,,,,,,,,,,,,,,,,,,,,,,
70126,Chancey,71,178,20233.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70127,Chantes,54,113,19024.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70128,La Chapelle-lès-Luxeuil,163,400,18651.1538461538,,,,,,,,,,,,,,,,,,,,,,,,
70129,La Chapelle-Saint-Quillain,61,149.5,19334.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
70130,Charcenne,146,342.5,21038,,,,,,,,,,,,,,,,,,,,,,,,
70132,Chargey-lès-Gray,277,689.5,20734.5,,,,,,,,,,,,,,,,,,,,,,,,
70133,Chargey-lès-Port,101,237.5,18019.6,,,,,,,,,,,,,,,,,,,,,,,,
70134,Chariez,90,206,20006.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70135,Charmes-Saint-Valbert,,,,,,,,,,,,,,,,,,,,,,,,,,,
70136,Charmoille,195,496,21856.5217391304,,,,,,,,,,,,,,,,,,,,,,,,
70137,Chassey-lès-Montbozon,106,222,18912.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70138,Chassey-lès-Scey,49,128.5,19478.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
70140,Châteney,,,,,,,,,,,,,,,,,,,,,,,,,,,
70141,Châtenois,51,120.5,19530.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70142,Chaumercenne,81,184,22026.0714285714,,,,,,,,,,,,,,,,,,,,,,,,
70143,Chauvirey-le-Châtel,54,119,15577.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
70144,Chauvirey-le-Vieil,,,,,,,,,,,,,,,,,,,,,,,,,,,
70145,Chaux-la-Lotière,170,438.5,22771.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
70146,Chaux-lès-Port,73,170.5,20458.1481481481,,,,,,,,,,,,,,,,,,,,,,,,
70147,Chavanne,92,240.5,21856.7857142857,,,,,,,,,,,,,,,,,,,,,,,,
70148,Chemilly,,,,,,,,,,,,,,,,,,,,,,,,,,,
70149,Chenebier,287,716.5,23263.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70150,Chenevrey-et-Morogne,118,290,21131.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70151,Chevigney,,,,,,,,,,,,,,,,,,,,,,,,,,,
70152,Choye,187,450,20632.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70153,Cintrey,59,106,19900.8,,,,,,,,,,,,,,,,,,,,,,,,
70154,Cirey,134,329.5,20076.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70155,Citers,322,799.5,20098.8461538462,,,,,,,,,,,,,,,,,,,,,,,,
70156,Citey,46,109,20879.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
70157,Clairegoutte,156,364,20458.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70158,Clans,,,,,,,,,,,,,,,,,,,,,,,,,,,
70159,Cognières,,,,,,,,,,,,,,,,,,,,,,,,,,,
70160,Coisevaux,130,336,22958,,,,,,,,,,,,,,,,,,,,,,,,
70162,Colombe-lès-Vesoul,199,458,23752.4,,,,,,,,,,,,,,,,,,,,,,,,
70163,Colombier,182,454,20815.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70164,Colombotte,,,,,,,,,,,,,,,,,,,,,,,,,,,
70165,Combeaufontaine,245,547,18768,,,,,,,,,,,,,,,,,,,,,,,,
70166,Comberjon,73,168,20647.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70167,Conflandey,162,366.5,20819,,,,,,,,,,,,,,,,,,,,,,,,
70168,Conflans-sur-Lanterne,291,614.5,19516,,,,,,,,,,,,,,,,,,,,,,,,
70169,Confracourt,84,208,18978.064516129,,,,,,,,,,,,,,,,,,,,,,,,
70170,Contréglise,47,114.5,20689.5,,,,,,,,,,,,,,,,,,,,,,,,
70171,Corbenay,531,1289,18182.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
70172,La Corbière,43,105,19970,,,,,,,,,,,,,,,,,,,,,,,,
70174,Cordonnet,53,138,22232,,,,,,,,,,,,,,,,,,,,,,,,
70175,Cornot,65,150,17991.25,,,,,,,,,,,,,,,,,,,,,,,,
70176,Corravillers,87,178,17499.5,,,,,,,,,,,,,,,,,,,,,,,,
70177,Corre,264,573,18647.0833333333,,,,,,,,,,,,,,,,,,,,,,,,
70178,La Côte,228,522,19510.5,,,,,,,,,,,,,,,,,,,,,,,,
70179,Coulevon,85,181,22894.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70180,Courchaton,187,431,19883.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70181,Courcuire,49,122,19714.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70182,Courmont,50,137,22137.2,,,,,,,,,,,,,,,,,,,,,,,,
70183,Courtesoult-et-Gatey,,,,,,,,,,,,,,,,,,,,,,,,,,,
70184,Couthenans,301,707,22342,,,,,,,,,,,,,,,,,,,,,,,,
70185,Cresancey,76,170,18046.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70186,La Creuse,,,,,,,,,,,,,,,,,,,,,,,,,,,
70187,Crevans-et-la-Chapelle-lès-Granges,107,249.5,19778.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70188,Creveney,,,,,,,,,,,,,,,,,,,,,,,,,,,
70189,Cromary,103,261,21923.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70190,Cubry-lès-Faverney,69,178,21967.2777777778,,,,,,,,,,,,,,,,,,,,,,,,
70192,Cugney,79,190.5,21126.1538461538,,,,,,,,,,,,,,,,,,,,,,,,
70193,Cult,87,236.5,20596.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70194,Cuve,56,133.5,19552.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
70195,Dambenoît-lès-Colombe,108,255.5,18349.2,,,,,,,,,,,,,,,,,,,,,,,,
70196,Dampierre-lès-Conflans,110,260.5,20401.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
70197,Dampierre-sur-Linotte,313,816.5,20058,,,,,,,,,,,,,,,,,,,,,,,,
70198,Dampierre-sur-Salon,534,1162,20507.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
